Entry	UniProt Link	Entry Name	Organism	Recommended name	Alternative names	Gene Names
F2XFA4	https://www.uniprot.org/uniprotkb/F2XFA4	BPHS1_PICSI	Picea sitchensis (Sitka spruce) (Pinus sitchensis)	(-)-beta-phellandrene synthase 1, chloroplastic (EC 4.2.3.52)	Terpene synthase TPS-Phel-1 (EC 4.2.3.52); PsTPS-Phel-1 (EC 4.2.3.52)	TPS-Phel-1
F2XFA5	https://www.uniprot.org/uniprotkb/F2XFA5	BPHS3_PICSI	Picea sitchensis (Sitka spruce) (Pinus sitchensis)	(-)-beta-phellandrene synthase 3, chloroplastic (EC 4.2.3.52)	Terpene synthase TPS-Phel-3 (EC 4.2.3.52); PsTPS-Phel-3 (EC 4.2.3.52)	TPS-Phel-3
F2XFA6	https://www.uniprot.org/uniprotkb/F2XFA6	LLOS1_PICSI	Picea sitchensis (Sitka spruce) (Pinus sitchensis)	(R)-linalool synthase 1, chloroplastic (EC 4.2.3.26)	Terpene synthase TPS-Lin 1 (EC 4.2.3.26); PsTPS-Lin-1 (EC 4.2.3.26)	TPS-Lin-1
F2XFA8	https://www.uniprot.org/uniprotkb/F2XFA8	PINS1_PICSI	Picea sitchensis (Sitka spruce) (Pinus sitchensis)	(-)-alpha-pinene synthase 1, chloroplastic (EC 4.2.3.119)	(-)-beta-pinene synthase 1 (EC 4.2.3.120); Terpene synthase TPS-Pin (EC 4.2.3.120); PsTPS-Pin (EC 4.2.3.120)	TPS-Pin
F2XFB2	https://www.uniprot.org/uniprotkb/F2XFB2	LEVOS_PICSI	Picea sitchensis (Sitka spruce) (Pinus sitchensis)	Bifunctional levopimaradiene synthase, chloroplastic (Abietadiene synthase) (EC 4.2.3.18)	Abietadiene synthase (EC 4.2.3.32); Levopimaradiene synthase (EC 4.2.3.32); Terpene synthase TPS-LAS (EC 4.2.3.32); PsTPS-LAS (EC 4.2.3.32); PsTPS-LASl (EC 4.2.3.32)	TPS-LAS
F4Q7D4	https://www.uniprot.org/uniprotkb/F4Q7D4	TPS1_CACFS	Cavenderia fasciculata (Slime mold) (Dictyostelium fasciculatum)	Terpene synthase 1 (EC 4.2.3.160)		TPS1
F6M8H4	https://www.uniprot.org/uniprotkb/F6M8H4	SAST_SANAL	Santalum album (Indian sandalwood)	Probable sesquiterpene synthase (SaSTPS) (EC 4.2.3.-)	SaSTPS (EC 4.2.3.-)	SesquiTPS1
F6M8H5	https://www.uniprot.org/uniprotkb/F6M8H5	SAUST_SANAS	Santalum austrocaledonicum (Sandalwood)	Probable sesquiterpene synthase (SauSTPS) (EC 4.2.3.-)	SauSTPS (EC 4.2.3.-)	SesquiTPS
F6M8H6	https://www.uniprot.org/uniprotkb/F6M8H6	SPIST_SANSP	Santalum spicatum (Australian sandalwood)	Probable sesquiterpene synthase (SspiSTPS) (EC 4.2.3.-)	SspiSTPS (EC 4.2.3.-)	SesquiTPS
F6M8H7	https://www.uniprot.org/uniprotkb/F6M8H7	SMST_SANMU	Santalum murrayanum (Bitter quandong)	Probable sesquiterpene synthase (SmSTPS) (EC 4.2.3.-)	SmSTPS (EC 4.2.3.-)	STPS
F6M8H8	https://www.uniprot.org/uniprotkb/F6M8H8	SMSY_SANMU	Santalum murrayanum (Bitter quandong)	Probable santalene synthase (SmSSY) (EC 4.2.3.-)	SmSSY (EC 4.2.3.-)	SSY
F6M8I0	https://www.uniprot.org/uniprotkb/F6M8I0	MTPS2_SANAL	Santalum album (Indian sandalwood)	(+)-alpha-terpineol synthase (EC 4.2.3.112)	(-)-limonene synthase (EC 4.2.3.16); Beta-bisabolene synthase (EC 4.2.3.-); Monoterpene synthase 1 (EC 4.2.3.-); SaMonoTPS1 (EC 4.2.3.-)	MonoTPS1
F8JK18	https://www.uniprot.org/uniprotkb/F8JK18	CYS_STREN	Streptantibioticus cattleyicolor (strain ATCC 35852 / DSM 46488 / JCM 4925 / NBRC 14057 / NRRL 8057) (Streptomyces cattleya)	Cattleyene synthase (CyS) (EC 4.2.3.225)	CyS (EC 4.2.3.225)	
F8JSS1	https://www.uniprot.org/uniprotkb/F8JSS1	DMS_STREN	Streptantibioticus cattleyicolor (strain ATCC 35852 / DSM 46488 / JCM 4925 / NBRC 14057 / NRRL 8057) (Streptomyces cattleya)	Drimenyl diphosphate synthase (DMS) (EC 5.4.99.-)	DMS (EC 5.4.99.-)	
F8UL80	https://www.uniprot.org/uniprotkb/F8UL80	GAS_TANPA	Tanacetum parthenium (Feverfew) (Matricaria parthenium)	Germacrene A synthase (TpGAS) (EC 4.2.3.23)	TpGAS (EC 4.2.3.23)	GAS
F8UL81	https://www.uniprot.org/uniprotkb/F8UL81	CARS_TANPA	Tanacetum parthenium (Feverfew) (Matricaria parthenium)	E-beta-caryophyllene synthase (TpCarS) (EC 4.2.3.57)	TpCarS (EC 4.2.3.57)	CarS
F8WQD0	https://www.uniprot.org/uniprotkb/F8WQD0	SHS1_ASTTA	Aster tataricus (Tartarian aster)	Shionone synthase (AtaSHS) (EC 5.4.99.46)	AtaSHS (EC 5.4.99.46)	SHS1
G0Y7D1	https://www.uniprot.org/uniprotkb/G0Y7D1	TPS1_LITCU	Litsea cubeba (Aromatic litsea) (Laurus cubeba)	Trans-ocimene synthase, chloroplastic ((E)-beta-ocimene synthase) (EC 4.2.3.106)	(E)-beta-ocimene synthase (EC 4.2.3.106); Terpene synthase 1 (EC 4.2.3.106); LcTPS1 (EC 4.2.3.106)	TPS1
G0Y7D2	https://www.uniprot.org/uniprotkb/G0Y7D2	TPS2_LITCU	Litsea cubeba (Aromatic litsea) (Laurus cubeba)	Alpha-thujene synthase, chloroplastic (EC 4.2.3.-)	Terpene synthase 2 (EC 4.2.3.-); LcTPS2 (EC 4.2.3.-)	TPS2
G0Y7D3	https://www.uniprot.org/uniprotkb/G0Y7D3	TPS3_LITCU	Litsea cubeba (Aromatic litsea) (Laurus cubeba)	Alpha-thujene synthase TPS3, chloroplastic (EC 4.2.3.-)	(+)-sabinene synthase TPS3 (EC 4.2.3.110); Terpene synthase 3 (EC 4.2.3.110); LcTPS3 (EC 4.2.3.110)	TPS3
G1DGI7	https://www.uniprot.org/uniprotkb/G1DGI7	TPS7_SELML	Selaginella moellendorffii (Gemmiferous spikemoss) (Kungiselaginella moellendorffii)	(13E)-labda-7,13-dien-15-ol synthase (SmCPSKSL1) (EC 3.1.7.10)	SmCPSKSL1 (EC 3.1.7.10); Labda-7,13E-dien-15-ol-producing bifunctional diterpene synthase (EC 3.1.7.10); Terpene synthase 7 (EC 3.1.7.10); SmTPS7 (EC 3.1.7.10)	
G1JUH1	https://www.uniprot.org/uniprotkb/G1JUH1	TPS3_SOLLC	Solanum lycopersicum (Tomato) (Lycopersicon esculentum)	(-)-camphene/tricyclene synthase, chloroplastic (SlTPS3) (EC 4.2.3.105)	SlTPS3 (EC 4.2.3.117); (4S)-limonene synthase (EC 4.2.3.16); Myrcene synthase (EC 4.2.3.15)	TPS3
G2P5T1	https://www.uniprot.org/uniprotkb/G2P5T1	IAFRS_STRV4	Streptomyces violaceusniger (strain Tu 4113)	Isoafricanol synthase (EC 4.2.3.157)		
G3CCC0	https://www.uniprot.org/uniprotkb/G3CCC0	CLDS_TOBAC	Nicotiana tabacum (Common tobacco)	Copal-8-ol diphosphate hydratase, chloroplastic (EC 4.2.1.133)	8-hydroxy-copalyl diphosphate synthase (EC 4.2.1.133)	CPS2
G3CCC1	https://www.uniprot.org/uniprotkb/G3CCC1	CABS_TOBAC	Nicotiana tabacum (Common tobacco)	Cis-abienol synthase, chloroplastic (NtABS) (EC 4.2.3.140)	NtABS (EC 4.2.3.140)	ABS
G3E4M4	https://www.uniprot.org/uniprotkb/G3E4M4	CPS2_ISOER	Isodon eriocalyx (Plectranthus eriocalyx)	Ent-copalyl diphosphate synthase 2 (IeCPS2) (EC 5.5.1.13)	IeCPS2 (EC 5.5.1.13)	CPS2
G3E4M6	https://www.uniprot.org/uniprotkb/G3E4M6	CPS1_ISOER	Isodon eriocalyx (Plectranthus eriocalyx)	Ent-copalyl diphosphate synthase 1 (IeCPS1) (EC 5.5.1.13)	IeCPS1 (EC 5.5.1.13)	CPS1
G5CV45	https://www.uniprot.org/uniprotkb/G5CV45	TPS32_SOLLC	Solanum lycopersicum (Tomato) (Lycopersicon esculentum)	Viridiflorene synthase (EC 4.2.3.88)	Terpene synthase 32 (EC 4.2.3.-); SlTPS32 (EC 4.2.3.-)	TPS32
G5CV46	https://www.uniprot.org/uniprotkb/G5CV46	TPS31_SOLLC	Solanum lycopersicum (Tomato) (Lycopersicon esculentum)	Sesquiterpene synthase 31 (SlTPS31) (Viridiflorene synthase TPS31) (EC 4.2.3.88)	SlTPS31 (EC 4.2.3.88); Viridiflorene synthase TPS31 (EC 4.2.3.88)	TPS31
G5CV52	https://www.uniprot.org/uniprotkb/G5CV52	TPS17_SOLLC	Solanum lycopersicum (Tomato) (Lycopersicon esculentum)	Terpene synthase 17 (SlTPS17) ((+)-valencene synthase TPS17) (EC 4.2.3.73)	SlTPS17 (EC 4.2.3.47); (+)-valencene synthase TPS17 (EC 4.2.3.106); (E)-beta-farnesene synthase TPS17 (EC 4.2.3.-); (E)-beta-ocimene synthase TPS17 (EC 4.2.3.-); (E)-gamma-bisabolene synthase TPS17 (EC 4.2.3.-); (Z)-beta-ocimene synthase TPS17 (EC 4.2.3.54, 4.2.3.81); (Z)-gamma-bisabolene synthase TPS17 (EC 4.2.3.-); Alpha-bergamotene synthase TPS17 (EC 4.2.3.15); Beta-bisabolene synthase TPS17 (EC 4.2.3.-); Beta-myrcene synthase TPS17 (EC 4.2.3.114); Gamma-gurjunene synthase TPS17 (EC 4.2.3.-); Gamma-terpinene synthase TPS17 (EC 4.2.3.113); Limonene synthase TPS17 (EC 4.2.3.113); Terpinolene synthase TPS17 (EC 4.2.3.113)	TPS17
G5CV54	https://www.uniprot.org/uniprotkb/G5CV54	TPS14_SOLLC	Solanum lycopersicum (Tomato) (Lycopersicon esculentum)	Sesquiterpene synthase 14 (SlTPS14) (Terpene synthase 14) ((E)-gamma-bisabolene synthase TPS14) (EC 4.2.3.59)	SlTPS14 (EC 4.2.3.40); Terpene synthase 14 (EC 4.2.3.-); (E)-gamma-bisabolene synthase TPS14 (EC 4.2.3.-); (Z)-gamma-bisabolene synthase TPS14 (EC 4.2.3.-); Alpha-bisabolene synthase TPS14 (EC 4.2.3.-); Beta-bisabolene synthase TPS14 (EC 4.2.3.-)	TPS14
G8GJ94	https://www.uniprot.org/uniprotkb/G8GJ94	SCLS_SALSC	Salvia sclarea (Clary sage)	Sclareol synthase, chloroplastic (ScSCS) (SsSS) (EC 4.2.3.141)	ScSCS (EC 4.2.3.141); SsSS (EC 4.2.3.141); Diterpene synthase 1132 (EC 4.2.3.141); SsTps1132 (EC 4.2.3.141)	SCS
G8GJ95	https://www.uniprot.org/uniprotkb/G8GJ95	CLDS3_SALSC	Salvia sclarea (Clary sage)	Copal-8-ol diphosphate hydratase TPSSA3, chloroplastic (8-hydroxycopalyl diphosphate synthase) (EC 4.2.1.133)	8-hydroxycopalyl diphosphate synthase (EC 4.2.1.133); 13-labden-8,15-diol pyrophosphate synthase TPSSA3 (EC 4.2.1.133); SsLPS (EC 4.2.1.133); Diterpene synthase 1, chloroplastic (EC 4.2.1.133); SscTPS1 (EC 4.2.1.133); Diterpene synthase Sa3 (EC 4.2.1.133); SsTpsSa3 (EC 4.2.1.133)	LPS
G8GJ96	https://www.uniprot.org/uniprotkb/G8GJ96	CLDS9_SALSC	Salvia sclarea (Clary sage)	Copal-8-ol diphosphate hydratase TPSSA9, chloroplastic (EC 4.2.1.133)	13-labden-8,15-diol pyrophosphate synthase TPSSA9 (EC 4.2.1.133); SsLPS (EC 4.2.1.133); Diterpene synthase Sa9 (EC 4.2.1.133); SsTpsSa9 (EC 4.2.1.133); Labd-13-en-8-ol diphosphate synthase (EC 4.2.1.133); SsLPPS (EC 4.2.1.133)	LPS
G8H5M7	https://www.uniprot.org/uniprotkb/G8H5M7	TPS9_SOLHA	Solanum habrochaites (Wild tomato) (Lycopersicon hirsutum)	Terpene synthase 9 (ShTPS9) ((1E,4E)-germacrene B synthase TPS9) (EC 4.2.3.71)	ShTPS9 (EC 4.2.3.-); (1E,4E)-germacrene B synthase TPS9 (EC 4.2.3.15); Alpha-humulene synthase TPS9 (EC 4.2.3.-); Beta-myrcene synthase TPS9 (EC 4.2.3.-); Germacrene A synthase TPS9 (EC 4.2.3.113); Limonene synthase TPS9 (EC 4.2.3.113); Terpinolene synthase TPS9 (EC 4.2.3.113)	TPS9
G8H5M8	https://www.uniprot.org/uniprotkb/G8H5M8	TPS12_SOLHA	Solanum habrochaites (Wild tomato) (Lycopersicon hirsutum)	Sesquiterpene synthase 12 (ShTPS12) ((E)-beta-ocimene synthase TPS12) (EC 4.2.3.106)	ShTPS12 (EC 4.2.3.-); (E)-beta-ocimene synthase TPS12 (EC 4.2.3.104); (Z)-gamma-bisabolene synthase TPS12 (EC 4.2.3.-); Alpha-humulene synthase TPS12 (EC 4.2.3.57); Beta bisabolene synthase TPS12 (EC 4.2.3.15); Beta caryophyllene synthase TPS12 (EC 4.2.3.-); Beta-myrcene synthase TPS12 (EC 4.2.3.-); Gamma-curcumene synthase TPS12 (EC 4.2.3.113); Limonene synthase TPS12 (EC 4.2.3.113); Terpinolene synthase TPS12 (EC 4.2.3.113)	TPS12
G8H5M9	https://www.uniprot.org/uniprotkb/G8H5M9	TS14A_SOLHA	Solanum habrochaites (Wild tomato) (Lycopersicon hirsutum)	Sesquiterpene synthase 14a (ShTPS14a) ((E)-beta-farnesene synthase TPS14a) (EC 4.2.3.47)	ShTPS14a (EC 4.2.3.59); (E)-beta-farnesene synthase TPS14a (EC 4.2.3.-); (E)-gamma-bisabolene synthase TPS14a (EC 4.2.3.-); (Z)-alpha-bisabolene synthase TPS14a (EC 4.2.3.-); (Z)-beta-farnesene synthase TPS14a (EC 4.2.3.-); Beta-acoradiene synthase TPS14a (EC 4.2.3.15); Beta-bisabolene synthase TPS14a (EC 4.2.3.-); Beta-myrcene synthase TPS14a (EC 4.2.3.-); Limonene synthase TPS14a (EC 4.2.3.-)	TPS14a
G8H5N0	https://www.uniprot.org/uniprotkb/G8H5N0	TPS17_SOLHA	Solanum habrochaites (Wild tomato) (Lycopersicon hirsutum)	Terpene synthase 17 (ShTPS17) ((+)-valencene synthase TPS17) (EC 4.2.3.73)	ShTPS17 (EC 4.2.3.47); (+)-valencene synthase TPS17 (EC 4.2.3.106); (E)-beta-farnesene synthase TPS17 (EC 4.2.3.-); (E)-beta-ocimene synthase TPS17 (EC 4.2.3.-); (E)-gamma-bisabolene synthase TPS17 (EC 4.2.3.-); (Z)-beta-ocimene synthase TPS17 (EC 4.2.3.54, 4.2.3.81); (Z)-gamma-bisabolene synthase TPS17 (EC 4.2.3.-); Alpha-bergamotene synthase TPS17 (EC 4.2.3.15); Beta-bisabolene synthase TPS17 (EC 4.2.3.-); Beta-myrcene synthase TPS17 (EC 4.2.3.114); Gamma-gurjunene synthase TPS17 (EC 4.2.3.-); Gamma-terpinene synthase TPS17 (EC 4.2.3.113); Limonene synthase TPS17 (EC 4.2.3.113); Terpinolene synthase TPS17 (EC 4.2.3.113)	TPS17
G8H5N1	https://www.uniprot.org/uniprotkb/G8H5N1	TS14B_SOLHA	Solanum habrochaites (Wild tomato) (Lycopersicon hirsutum)	Sesquiterpene synthase 14b (ShTPS14b) ((+)-thujopsene synthase TPS14b) (EC 4.2.3.79)	ShTPS14b (EC 4.2.3.-); (+)-thujopsene synthase TPS14b (EC 4.2.3.47); (E)-alpha-bisabolene synthase TPS14b (EC 4.2.3.59); (E)-beta-farnesene synthase TPS14b (EC 4.2.3.-); (E)-gamma-bisabolene synthase TPS14b (EC 4.2.3.-); (Z)-beta-farnesene synthase TPS14b (EC 4.2.3.-); Alpha-acoradiene synthase TPS14b (EC 4.2.3.-); Alpha-cederene synthase TPS14b (EC 4.2.3.-); Beta-acoradiene synthase TPS14b (EC 4.2.3.15); Beta-bisabolene synthase TPS14b (EC 4.2.3.-); Beta-myrcene synthase TPS14b (EC 4.2.3.113); Limonene synthase TPS14b (EC 4.2.3.113); Terpinolene synthase TPS14b (EC 4.2.3.113)	TPS14b
G8H5N2	https://www.uniprot.org/uniprotkb/G8H5N2	TS15B_SOLHA	Solanum habrochaites (Wild tomato) (Lycopersicon hirsutum)	Sesquiterpene synthase 15b (ShTPS15b) (Germacrene A synthase TPS15b) (EC 4.2.3.-)	ShTPS15b (EC 4.2.3.-); Germacrene A synthase TPS15b (EC 4.2.3.-)	TPS15b
G8H5N3	https://www.uniprot.org/uniprotkb/G8H5N3	TPS16_SOLLC	Solanum lycopersicum (Tomato) (Lycopersicon esculentum)	Terpene synthase 16	SlTPS16	TPS16
G9MAN7	https://www.uniprot.org/uniprotkb/G9MAN7	TPS4_SELML	Selaginella moellendorffii (Gemmiferous spikemoss) (Kungiselaginella moellendorffii)	Bifunctional diterpene synthase, chloroplastic (Copalyl diphosphate synthase) (EC 5.5.1.12)	Copalyl diphosphate synthase (EC 4.2.3.131); Miltiradiene synthase (EC 4.2.3.131); SmMDS (EC 4.2.3.131); Terpene synthase 4 (EC 4.2.3.131); SmTPS4 (EC 4.2.3.131)	MDS
H1VM35	https://www.uniprot.org/uniprotkb/H1VM35	DPCHE_COLHI	Colletotrichum higginsianum (strain IMI 349063) (Crucifer anthracnose fungus)	FAD-dependent monooxygenase dpchE (EC 1.-.-.-)	Diterpenoid pyrone biosynthesis cluster protein E (EC 1.-.-.-)	dpchE
H1VN83	https://www.uniprot.org/uniprotkb/H1VN83	DPCHG_COLHI	Colletotrichum higginsianum (strain IMI 349063) (Crucifer anthracnose fungus)	Short chain dehydrogenase/reductase dpchG (EC 1.1.1.-)	Diterpenoid pyrone biosynthesis cluster protein G (EC 1.1.1.-)	dpchG
H1VQB1	https://www.uniprot.org/uniprotkb/H1VQB1	DPCHD_COLHI	Colletotrichum higginsianum (strain IMI 349063) (Crucifer anthracnose fungus)	Geranylgeranyl pyrophosphate synthase dpchD (GGPP synthase) (GGPPSase) (EC 2.5.1.-)	GGPP synthase (EC 2.5.1.1); GGPPSase (EC 2.5.1.29); (2E,6E)-farnesyl diphosphate synthase (EC 2.5.1.10); Dimethylallyltranstransferase (EC 2.5.1.10); Diterpenoid pyrone biosynthesis cluster protein D (EC 2.5.1.10); Farnesyl diphosphate synthase (EC 2.5.1.10); Farnesyltranstransferase (EC 2.5.1.10); Geranylgeranyl diphosphate synthase (EC 2.5.1.10); Geranyltranstransferase (EC 2.5.1.10)	dpchD
H1VQW0	https://www.uniprot.org/uniprotkb/H1VQW0	DPCHF_COLHI	Colletotrichum higginsianum (strain IMI 349063) (Crucifer anthracnose fungus)	FAD-dependent oxidoreductase dpchF (EC 1.21.-.-)	Diterpenoid pyrone biosynthesis cluster protein F (EC 1.21.-.-)	dpchF
H1ZV37	https://www.uniprot.org/uniprotkb/H1ZV37	GEOB_CASD6	Castellaniella defragrans (strain DSM 12143 / CCUG 39792 / 65Phen) (Alcaligenes defragrans)	Geranial dehydrogenase (GaDH) (EC 1.2.1.86)	GaDH (EC 1.2.1.86); Geraniol oxidation pathway protein B (EC 1.2.1.86); Perillyl aldehyde dehydrogenase (EC 1.2.1.86)	geoB
H1ZV38	https://www.uniprot.org/uniprotkb/H1ZV38	GEOA_CASD6	Castellaniella defragrans (strain DSM 12143 / CCUG 39792 / 65Phen) (Alcaligenes defragrans)	Geraniol dehydrogenase (GeDH) (EC 1.1.1.347)	GeDH (EC 1.1.1.144); Geraniol oxidation pathway protein A (EC 1.1.1.144); Perillyl-alcohol dehydrogenase (EC 1.1.1.144)	geoA
H2DH23	https://www.uniprot.org/uniprotkb/H2DH23	C7H23_PANGI	Panax ginseng (Korean ginseng)	Cytochrome P450 CYP82H23 (EC 1.14.-.-)		
H2ELN1	https://www.uniprot.org/uniprotkb/H2ELN1	TER_NICLA	Nicotiana langsdorffii (Langsdorff's tobacco)	Terpineol synthase, chloroplastic (EC 4.2.3.111)	1,8-cineol synthase, chloroplastic (EC 4.2.3.108); Alpha-pinene synthase (EC 4.2.3.-); Beta-myrcene synthase (EC 4.2.3.15); Limonene synthase (EC 4.2.3.-); Sabinene synthase (EC 4.2.3.-)	TER
H2KWF1	https://www.uniprot.org/uniprotkb/H2KWF1	PAKSY_ORYSJ	Oryza sativa subsp. japonica (Rice)	Parkeol synthase (EC 5.4.99.47)		
H3JQW0	https://www.uniprot.org/uniprotkb/H3JQW0	OTEMO_PSEPU	Pseudomonas putida (Arthrobacter siderocapsulatus)	2-oxo-Delta(3)-4,5,5-trimethylcyclopentenylacetyl-CoA monooxygenase (OTEMO) (EC 1.14.13.160)	OTEMO (EC 1.14.13.160); (2,2,3-trimethyl-5-oxocyclopent-3-enyl)acetyl-CoA 1,5-monooxygenase (EC 1.14.13.160); MO2 (EC 1.14.13.160)	otemo
H6U1I8	https://www.uniprot.org/uniprotkb/H6U1I8	GLIP_TANCI	Tanacetum cinerariifolium (Dalmatian daisy) (Chrysanthemum cinerariifolium)	GDSL lipase (TcGLIP) (EC 3.1.1.-)	TcGLIP (EC 3.1.1.-); Pyrethrin type I synthase (EC 3.1.1.-)	GLIP
H6VLG5	https://www.uniprot.org/uniprotkb/H6VLG5	KSL2_SALMI	Salvia miltiorrhiza (Chinese sage)	Ent-13-epi-manoyl oxide synthase KSL2, chloroplastic (EC 4.2.3.186)	Kaurene synthase-like 2 (EC 4.2.3.186); SmKSL2 (EC 4.2.3.186)	KSL2
H6WZF2	https://www.uniprot.org/uniprotkb/H6WZF2	TER_NICAL	Nicotiana alata (Winged tobacco) (Persian tobacco)	Terpineol synthase, chloroplastic (EC 4.2.3.111)	1,8-cineol synthase, chloroplastic (EC 4.2.3.108); Beta-myrcene synthase (EC 4.2.3.15); Limonene synthase (EC 4.2.3.-); Sabinene synthase (EC 4.2.3.-)	TER
H7CE84	https://www.uniprot.org/uniprotkb/H7CE84	FC11_DIAAM	Diaporthe amygdali (Fusicoccum amygdali)	O-glucose prenyltransferase PaPT (EC 2.5.1.-)	Fusicoccin A biosynthetic gene clusters protein 11 (EC 2.5.1.-)	PaPT
H8ZM70	https://www.uniprot.org/uniprotkb/H8ZM70	LAS_ABIBA	Abies balsamea (Balsam fir) (Pinus balsamea)	Bifunctional abietadiene synthase, chloroplastic (Abietadiene cyclase) (Diterpene synthase TPS1) (AbdiTPS1) (Levopimaradiene/abietadiene synthase) (AbLAS) (EC 4.2.3.18)	Abietadiene cyclase (EC 4.2.3.32); Diterpene synthase TPS1 (EC 4.2.3.132); AbdiTPS1 (EC 5.5.1.12); Levopimaradiene/abietadiene synthase (EC 5.5.1.12); AbLAS (EC 5.5.1.12); Levopimaradiene synthase (EC 5.5.1.12); Neoabietadiene synthase (EC 5.5.1.12)	LAS
H8ZM71	https://www.uniprot.org/uniprotkb/H8ZM71	ISO_ABIBA	Abies balsamea (Balsam fir) (Pinus balsamea)	Bifunctional isopimaradiene synthase, chloroplastic (AbIso) (Diterpene synthase TPS2) (AbdiTPS2) (EC 4.2.3.44)	AbIso (EC 5.5.1.12); Diterpene synthase TPS2 (EC 5.5.1.12); AbdiTPS2 (EC 5.5.1.12); Isopimaradiene synthase (EC 5.5.1.12)	TPS-ISO
H8ZM73	https://www.uniprot.org/uniprotkb/H8ZM73	CAS_ABIBA	Abies balsamea (Balsam fir) (Pinus balsamea)	Bifunctional cis-abienol synthase, chloroplastic (EC 4.2.1.133)	Diterpene synthase TPS4 (EC 4.2.3.140); AbdiTPS4 (EC 4.2.3.140)	CAS
H9L9E5	https://www.uniprot.org/uniprotkb/H9L9E5	COP_ELETR	Eleutherococcus trifoliatus (Climbing ginseng) (Zanthoxylum trifoliatum)	Sesquiterpene synthase Cop (Alpha-copaene synthase) (EtCop) (EC 4.2.3.133)	Alpha-copaene synthase (EC 4.2.3.133); EtCop (EC 4.2.3.133)	COP
I1M2G5	https://www.uniprot.org/uniprotkb/I1M2G5	NES_SOYBN	Glycine max (Soybean) (Glycine hispida)	Neryl diphosphate diphosphatase, chloroplastic (EC 3.1.7.13)	Nerol synthase (EC 3.1.7.13); GmNES (EC 3.1.7.13)	NES
I1RL11	https://www.uniprot.org/uniprotkb/I1RL11	DPFGA_GIBZE	Gibberella zeae (strain ATCC MYA-4620 / CBS 123657 / FGSC 9075 / NRRL 31084 / PH-1) (Wheat head blight fungus) (Fusarium graminearum)	Non-reducing polyketide synthase dpfgA (EC 2.3.1.-)	Diterpenoid pyrone biosynthesis cluster protein A (EC 2.3.1.-)	dpfgA
I1RL12	https://www.uniprot.org/uniprotkb/I1RL12	DPFGK_GIBZE	Gibberella zeae (strain ATCC MYA-4620 / CBS 123657 / FGSC 9075 / NRRL 31084 / PH-1) (Wheat head blight fungus) (Fusarium graminearum)	S-adenosyl-L-methionine-dependent methyltransferase dpfgK (EC 2.1.1.-)	Diterpenoid pyrone biosynthesis cluster protein K (EC 2.1.1.-)	dpfgK
I1RL13	https://www.uniprot.org/uniprotkb/I1RL13	DPFGJ_GIBZE	Gibberella zeae (strain ATCC MYA-4620 / CBS 123657 / FGSC 9075 / NRRL 31084 / PH-1) (Wheat head blight fungus) (Fusarium graminearum)	Cytochrome P450 monooxygenase dpfgJ (EC 1.-.-.-)	Diterpenoid pyrone biosynthesis cluster protein J (EC 1.-.-.-)	dpfgJ
I1RL14	https://www.uniprot.org/uniprotkb/I1RL14	DPFGD_GIBZE	Gibberella zeae (strain ATCC MYA-4620 / CBS 123657 / FGSC 9075 / NRRL 31084 / PH-1) (Wheat head blight fungus) (Fusarium graminearum)	Geranylgeranyl pyrophosphate synthase dpfgD (GGPP synthase) (GGPPSase) (EC 2.5.1.-)	GGPP synthase (EC 2.5.1.1); GGPPSase (EC 2.5.1.29); (2E,6E)-farnesyl diphosphate synthase (EC 2.5.1.10); Dimethylallyltranstransferase (EC 2.5.1.10); Diterpenoid pyrone biosynthesis cluster protein D (EC 2.5.1.10); Farnesyl diphosphate synthase (EC 2.5.1.10); Farnesyltranstransferase (EC 2.5.1.10); Geranylgeranyl diphosphate synthase (EC 2.5.1.10); Geranyltranstransferase (EC 2.5.1.10)	dpfgD
I1RL15	https://www.uniprot.org/uniprotkb/I1RL15	DPFGH_GIBZE	Gibberella zeae (strain ATCC MYA-4620 / CBS 123657 / FGSC 9075 / NRRL 31084 / PH-1) (Wheat head blight fungus) (Fusarium graminearum)	Short chain dehydrogenase/reductase dpfgH (EC 1.1.1.-)	Diterpenoid pyrone biosynthesis cluster protein H (EC 1.1.1.-)	dpfgH
I1RL16	https://www.uniprot.org/uniprotkb/I1RL16	DPFGC_GIBZE	Gibberella zeae (strain ATCC MYA-4620 / CBS 123657 / FGSC 9075 / NRRL 31084 / PH-1) (Wheat head blight fungus) (Fusarium graminearum)	Polyprenyl transferase dpfgC (EC 2.5.1.-)	Diterpenoid pyrone biosynthesis cluster protein C (EC 2.5.1.-)	dpfgC
I1RL18	https://www.uniprot.org/uniprotkb/I1RL18	DPFGI_GIBZE	Gibberella zeae (strain ATCC MYA-4620 / CBS 123657 / FGSC 9075 / NRRL 31084 / PH-1) (Wheat head blight fungus) (Fusarium graminearum)	O-methyltransferase dpfgI (EC 2.1.1.-)	Diterpenoid pyrone biosynthesis cluster protein I (EC 2.1.1.-)	dpfgI
