Entry	INSDC_Nuc_ID_1	INSDC_Nuc_EMBL_Link_1	INSDC_Nuc_GenBank_Link_1	INSDC_Nuc_DDBJ_Link_1	INSDC_Prot_ID_1	INSDC_Prot_EMBL_Link_1	INSDC_Prot_GenBank_Link_1	INSDC_Prot_DDBJ_Link_1	INSDC_Molecule_1	INSDC_Nuc_ID_2	INSDC_Nuc_EMBL_Link_2	INSDC_Nuc_GenBank_Link_2	INSDC_Nuc_DDBJ_Link_2	INSDC_Prot_ID_2	INSDC_Prot_EMBL_Link_2	INSDC_Prot_GenBank_Link_2	INSDC_Prot_DDBJ_Link_2	INSDC_Molecule_2	INSDC_Nuc_ID_3	INSDC_Nuc_EMBL_Link_3	INSDC_Nuc_GenBank_Link_3	INSDC_Nuc_DDBJ_Link_3	INSDC_Prot_ID_3	INSDC_Prot_EMBL_Link_3	INSDC_Prot_GenBank_Link_3	INSDC_Prot_DDBJ_Link_3	INSDC_Molecule_3	INSDC_Nuc_ID_4	INSDC_Nuc_EMBL_Link_4	INSDC_Nuc_GenBank_Link_4	INSDC_Nuc_DDBJ_Link_4	INSDC_Prot_ID_4	INSDC_Prot_EMBL_Link_4	INSDC_Prot_GenBank_Link_4	INSDC_Prot_DDBJ_Link_4	INSDC_Molecule_4	INSDC_Nuc_ID_5	INSDC_Nuc_EMBL_Link_5	INSDC_Nuc_GenBank_Link_5	INSDC_Nuc_DDBJ_Link_5	INSDC_Prot_ID_5	INSDC_Prot_EMBL_Link_5	INSDC_Prot_GenBank_Link_5	INSDC_Prot_DDBJ_Link_5	INSDC_Molecule_5	INSDC_Nuc_ID_6	INSDC_Nuc_EMBL_Link_6	INSDC_Nuc_GenBank_Link_6	INSDC_Nuc_DDBJ_Link_6	INSDC_Prot_ID_6	INSDC_Prot_EMBL_Link_6	INSDC_Prot_GenBank_Link_6	INSDC_Prot_DDBJ_Link_6	INSDC_Molecule_6	INSDC_Nuc_ID_7	INSDC_Nuc_EMBL_Link_7	INSDC_Nuc_GenBank_Link_7	INSDC_Nuc_DDBJ_Link_7	INSDC_Prot_ID_7	INSDC_Prot_EMBL_Link_7	INSDC_Prot_GenBank_Link_7	INSDC_Prot_DDBJ_Link_7	INSDC_Molecule_7	INSDC_Nuc_ID_8	INSDC_Nuc_EMBL_Link_8	INSDC_Nuc_GenBank_Link_8	INSDC_Nuc_DDBJ_Link_8	INSDC_Prot_ID_8	INSDC_Prot_EMBL_Link_8	INSDC_Prot_GenBank_Link_8	INSDC_Prot_DDBJ_Link_8	INSDC_Molecule_8	INSDC_Nuc_ID_9	INSDC_Nuc_EMBL_Link_9	INSDC_Nuc_GenBank_Link_9	INSDC_Nuc_DDBJ_Link_9	INSDC_Prot_ID_9	INSDC_Prot_EMBL_Link_9	INSDC_Prot_GenBank_Link_9	INSDC_Prot_DDBJ_Link_9	INSDC_Molecule_9	INSDC_Nuc_ID_10	INSDC_Nuc_EMBL_Link_10	INSDC_Nuc_GenBank_Link_10	INSDC_Nuc_DDBJ_Link_10	INSDC_Prot_ID_10	INSDC_Prot_EMBL_Link_10	INSDC_Prot_GenBank_Link_10	INSDC_Prot_DDBJ_Link_10	INSDC_Molecule_10	INSDC_Nuc_ID_11	INSDC_Nuc_EMBL_Link_11	INSDC_Nuc_GenBank_Link_11	INSDC_Nuc_DDBJ_Link_11	INSDC_Prot_ID_11	INSDC_Prot_EMBL_Link_11	INSDC_Prot_GenBank_Link_11	INSDC_Prot_DDBJ_Link_11	INSDC_Molecule_11	INSDC_Nuc_ID_12	INSDC_Nuc_EMBL_Link_12	INSDC_Nuc_GenBank_Link_12	INSDC_Nuc_DDBJ_Link_12	INSDC_Prot_ID_12	INSDC_Prot_EMBL_Link_12	INSDC_Prot_GenBank_Link_12	INSDC_Prot_DDBJ_Link_12	INSDC_Molecule_12	INSDC_Nuc_ID_13	INSDC_Nuc_EMBL_Link_13	INSDC_Nuc_GenBank_Link_13	INSDC_Nuc_DDBJ_Link_13	INSDC_Prot_ID_13	INSDC_Prot_EMBL_Link_13	INSDC_Prot_GenBank_Link_13	INSDC_Prot_DDBJ_Link_13	INSDC_Molecule_13	INSDC_Nuc_ID_14	INSDC_Nuc_EMBL_Link_14	INSDC_Nuc_GenBank_Link_14	INSDC_Nuc_DDBJ_Link_14	INSDC_Prot_ID_14	INSDC_Prot_EMBL_Link_14	INSDC_Prot_GenBank_Link_14	INSDC_Prot_DDBJ_Link_14	INSDC_Molecule_14	INSDC_Nuc_ID_15	INSDC_Nuc_EMBL_Link_15	INSDC_Nuc_GenBank_Link_15	INSDC_Nuc_DDBJ_Link_15	INSDC_Prot_ID_15	INSDC_Prot_EMBL_Link_15	INSDC_Prot_GenBank_Link_15	INSDC_Prot_DDBJ_Link_15	INSDC_Molecule_15	INSDC_Nuc_ID_16	INSDC_Nuc_EMBL_Link_16	INSDC_Nuc_GenBank_Link_16	INSDC_Nuc_DDBJ_Link_16	INSDC_Prot_ID_16	INSDC_Prot_EMBL_Link_16	INSDC_Prot_GenBank_Link_16	INSDC_Prot_DDBJ_Link_16	INSDC_Molecule_16	INSDC_Nuc_ID_17	INSDC_Nuc_EMBL_Link_17	INSDC_Nuc_GenBank_Link_17	INSDC_Nuc_DDBJ_Link_17	INSDC_Prot_ID_17	INSDC_Prot_EMBL_Link_17	INSDC_Prot_GenBank_Link_17	INSDC_Prot_DDBJ_Link_17	INSDC_Molecule_17	INSDC_Nuc_ID_18	INSDC_Nuc_EMBL_Link_18	INSDC_Nuc_GenBank_Link_18	INSDC_Nuc_DDBJ_Link_18	INSDC_Prot_ID_18	INSDC_Prot_EMBL_Link_18	INSDC_Prot_GenBank_Link_18	INSDC_Prot_DDBJ_Link_18	INSDC_Molecule_18	INSDC_Nuc_ID_19	INSDC_Nuc_EMBL_Link_19	INSDC_Nuc_GenBank_Link_19	INSDC_Nuc_DDBJ_Link_19	INSDC_Prot_ID_19	INSDC_Prot_EMBL_Link_19	INSDC_Prot_GenBank_Link_19	INSDC_Prot_DDBJ_Link_19	INSDC_Molecule_19	INSDC_Nuc_ID_20	INSDC_Nuc_EMBL_Link_20	INSDC_Nuc_GenBank_Link_20	INSDC_Nuc_DDBJ_Link_20	INSDC_Prot_ID_20	INSDC_Prot_EMBL_Link_20	INSDC_Prot_GenBank_Link_20	INSDC_Prot_DDBJ_Link_20	INSDC_Molecule_20	INSDC_Nuc_ID_21	INSDC_Nuc_EMBL_Link_21	INSDC_Nuc_GenBank_Link_21	INSDC_Nuc_DDBJ_Link_21	INSDC_Prot_ID_21	INSDC_Prot_EMBL_Link_21	INSDC_Prot_GenBank_Link_21	INSDC_Prot_DDBJ_Link_21	INSDC_Molecule_21	INSDC_Nuc_ID_22	INSDC_Nuc_EMBL_Link_22	INSDC_Nuc_GenBank_Link_22	INSDC_Nuc_DDBJ_Link_22	INSDC_Prot_ID_22	INSDC_Prot_EMBL_Link_22	INSDC_Prot_GenBank_Link_22	INSDC_Prot_DDBJ_Link_22	INSDC_Molecule_22	INSDC_Nuc_ID_23	INSDC_Nuc_EMBL_Link_23	INSDC_Nuc_GenBank_Link_23	INSDC_Nuc_DDBJ_Link_23	INSDC_Prot_ID_23	INSDC_Prot_EMBL_Link_23	INSDC_Prot_GenBank_Link_23	INSDC_Prot_DDBJ_Link_23	INSDC_Molecule_23	INSDC_Nuc_ID_24	INSDC_Nuc_EMBL_Link_24	INSDC_Nuc_GenBank_Link_24	INSDC_Nuc_DDBJ_Link_24	INSDC_Prot_ID_24	INSDC_Prot_EMBL_Link_24	INSDC_Prot_GenBank_Link_24	INSDC_Prot_DDBJ_Link_24	INSDC_Molecule_24	RefSeq_Prot_ID_1	RefSeq_Prot_Link_1	RefSeq_Nuc_ID_1	RefSeq_Nuc_Link_1	RefSeq_Molecule_1	RefSeq_Prot_ID_2	RefSeq_Prot_Link_2	RefSeq_Nuc_ID_2	RefSeq_Nuc_Link_2	RefSeq_Molecule_2	RefSeq_Prot_ID_3	RefSeq_Prot_Link_3	RefSeq_Nuc_ID_3	RefSeq_Nuc_Link_3	RefSeq_Molecule_3	RefSeq_Prot_ID_4	RefSeq_Prot_Link_4	RefSeq_Nuc_ID_4	RefSeq_Nuc_Link_4	RefSeq_Molecule_4	RefSeq_Prot_ID_5	RefSeq_Prot_Link_5	RefSeq_Nuc_ID_5	RefSeq_Nuc_Link_5	RefSeq_Molecule_5	RefSeq_Prot_ID_6	RefSeq_Prot_Link_6	RefSeq_Nuc_ID_6	RefSeq_Nuc_Link_6	RefSeq_Molecule_6	RefSeq_Prot_ID_7	RefSeq_Prot_Link_7	RefSeq_Nuc_ID_7	RefSeq_Nuc_Link_7	RefSeq_Molecule_7	RefSeq_Prot_ID_8	RefSeq_Prot_Link_8	RefSeq_Nuc_ID_8	RefSeq_Nuc_Link_8	RefSeq_Molecule_8	RefSeq_Prot_ID_9	RefSeq_Prot_Link_9	RefSeq_Nuc_ID_9	RefSeq_Nuc_Link_9	RefSeq_Molecule_9	RefSeq_Prot_ID_10	RefSeq_Prot_Link_10	RefSeq_Nuc_ID_10	RefSeq_Nuc_Link_10	RefSeq_Molecule_10	RefSeq_Prot_ID_11	RefSeq_Prot_Link_11	RefSeq_Nuc_ID_11	RefSeq_Nuc_Link_11	RefSeq_Molecule_11
Q50L36	AB198180	https://www.ebi.ac.uk/ena/browser/view/AB198180	https://www.ncbi.nlm.nih.gov/nucleotide/AB198180	https://getentry.ddbj.nig.ac.jp/getentry/na/AB198180	BAD98243.1	https://www.ebi.ac.uk/ena/browser/view/BAD98243.1	https://www.ncbi.nlm.nih.gov/protein/BAD98243.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/BAD98243.1	mRNA																																																																																																																																																																																																																																																																						
Q54BE5	KX364381	https://www.ebi.ac.uk/ena/browser/view/KX364381	https://www.ncbi.nlm.nih.gov/nucleotide/KX364381	https://getentry.ddbj.nig.ac.jp/getentry/na/KX364381	APC23392.1	https://www.ebi.ac.uk/ena/browser/view/APC23392.1	https://www.ncbi.nlm.nih.gov/protein/APC23392.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/APC23392.1	mRNA	AAFI01000293	https://www.ebi.ac.uk/ena/browser/view/AAFI01000293	https://www.ncbi.nlm.nih.gov/nucleotide/AAFI01000293	https://getentry.ddbj.nig.ac.jp/getentry/na/AAFI01000293	EAL60645.1	https://www.ebi.ac.uk/ena/browser/view/EAL60645.1	https://www.ncbi.nlm.nih.gov/protein/EAL60645.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/EAL60645.1	Genomic_DNA																																																																																																																																																																																																							XP_629084.1	https://www.ncbi.nlm.nih.gov/protein/XP_629084.1	XM_629082.1	https://www.ncbi.nlm.nih.gov/nucleotide/XM_629082.1																																																			
Q54DR1	AAFI02000187	https://www.ebi.ac.uk/ena/browser/view/AAFI02000187	https://www.ncbi.nlm.nih.gov/nucleotide/AAFI02000187	https://getentry.ddbj.nig.ac.jp/getentry/na/AAFI02000187	EAL61392.1	https://www.ebi.ac.uk/ena/browser/view/EAL61392.1	https://www.ncbi.nlm.nih.gov/protein/EAL61392.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/EAL61392.1	Genomic_DNA																																																																																																																																																																																																																XP_629811.1	https://www.ncbi.nlm.nih.gov/protein/XP_629811.1	XM_629809.1	https://www.ncbi.nlm.nih.gov/nucleotide/XM_629809.1																																																			
Q54P86	KX364379	https://www.ebi.ac.uk/ena/browser/view/KX364379	https://www.ncbi.nlm.nih.gov/nucleotide/KX364379	https://getentry.ddbj.nig.ac.jp/getentry/na/KX364379	APC23390.1	https://www.ebi.ac.uk/ena/browser/view/APC23390.1	https://www.ncbi.nlm.nih.gov/protein/APC23390.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/APC23390.1	mRNA	AAFI01000113	https://www.ebi.ac.uk/ena/browser/view/AAFI01000113	https://www.ncbi.nlm.nih.gov/nucleotide/AAFI01000113	https://getentry.ddbj.nig.ac.jp/getentry/na/AAFI01000113	EAL65123.1	https://www.ebi.ac.uk/ena/browser/view/EAL65123.1	https://www.ncbi.nlm.nih.gov/protein/EAL65123.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/EAL65123.1	Genomic_DNA																																																																																																																																																																																																							XP_638489.1	https://www.ncbi.nlm.nih.gov/protein/XP_638489.1	XM_633397.1	https://www.ncbi.nlm.nih.gov/nucleotide/XM_633397.1																																																			
Q54TW4	KX364378	https://www.ebi.ac.uk/ena/browser/view/KX364378	https://www.ncbi.nlm.nih.gov/nucleotide/KX364378	https://getentry.ddbj.nig.ac.jp/getentry/na/KX364378	APC23389.1	https://www.ebi.ac.uk/ena/browser/view/APC23389.1	https://www.ncbi.nlm.nih.gov/protein/APC23389.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/APC23389.1	mRNA	AAFI01000074	https://www.ebi.ac.uk/ena/browser/view/AAFI01000074	https://www.ncbi.nlm.nih.gov/nucleotide/AAFI01000074	https://getentry.ddbj.nig.ac.jp/getentry/na/AAFI01000074	EAL66715.1	https://www.ebi.ac.uk/ena/browser/view/EAL66715.1	https://www.ncbi.nlm.nih.gov/protein/EAL66715.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/EAL66715.1	Genomic_DNA																																																																																																																																																																																																							XP_640697.1	https://www.ncbi.nlm.nih.gov/protein/XP_640697.1	XM_635605.1	https://www.ncbi.nlm.nih.gov/nucleotide/XM_635605.1																																																			
Q54YE1	KX364380	https://www.ebi.ac.uk/ena/browser/view/KX364380	https://www.ncbi.nlm.nih.gov/nucleotide/KX364380	https://getentry.ddbj.nig.ac.jp/getentry/na/KX364380	APC23391.1	https://www.ebi.ac.uk/ena/browser/view/APC23391.1	https://www.ncbi.nlm.nih.gov/protein/APC23391.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/APC23391.1	mRNA	AAFI01000052	https://www.ebi.ac.uk/ena/browser/view/AAFI01000052	https://www.ncbi.nlm.nih.gov/nucleotide/AAFI01000052	https://getentry.ddbj.nig.ac.jp/getentry/na/AAFI01000052	EAL68496.1	https://www.ebi.ac.uk/ena/browser/view/EAL68496.1	https://www.ncbi.nlm.nih.gov/protein/EAL68496.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/EAL68496.1	Genomic_DNA																																																																																																																																																																																																							XP_642261.1	https://www.ncbi.nlm.nih.gov/protein/XP_642261.1	XM_637169.1	https://www.ncbi.nlm.nih.gov/nucleotide/XM_637169.1																																																			
Q54YE2	KX364382	https://www.ebi.ac.uk/ena/browser/view/KX364382	https://www.ncbi.nlm.nih.gov/nucleotide/KX364382	https://getentry.ddbj.nig.ac.jp/getentry/na/KX364382	APC23393.1	https://www.ebi.ac.uk/ena/browser/view/APC23393.1	https://www.ncbi.nlm.nih.gov/protein/APC23393.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/APC23393.1	mRNA	AAFI01000052	https://www.ebi.ac.uk/ena/browser/view/AAFI01000052	https://www.ncbi.nlm.nih.gov/nucleotide/AAFI01000052	https://getentry.ddbj.nig.ac.jp/getentry/na/AAFI01000052	EAL68312.1	https://www.ebi.ac.uk/ena/browser/view/EAL68312.1	https://www.ncbi.nlm.nih.gov/protein/EAL68312.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/EAL68312.1	Genomic_DNA																																																																																																																																																																																																							XP_642260.1	https://www.ncbi.nlm.nih.gov/protein/XP_642260.1	XM_637168.1	https://www.ncbi.nlm.nih.gov/nucleotide/XM_637168.1																																																			
Q55012	U05213	https://www.ebi.ac.uk/ena/browser/view/U05213	https://www.ncbi.nlm.nih.gov/nucleotide/U05213	https://getentry.ddbj.nig.ac.jp/getentry/na/U05213	AAA19131.1	https://www.ebi.ac.uk/ena/browser/view/AAA19131.1	https://www.ncbi.nlm.nih.gov/protein/AAA19131.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/AAA19131.1	Unassigned_DNA	HQ292066	https://www.ebi.ac.uk/ena/browser/view/HQ292066	https://www.ncbi.nlm.nih.gov/nucleotide/HQ292066	https://getentry.ddbj.nig.ac.jp/getentry/na/HQ292066	ADO85594.1	https://www.ebi.ac.uk/ena/browser/view/ADO85594.1	https://www.ncbi.nlm.nih.gov/protein/ADO85594.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/ADO85594.1	Genomic_DNA																																																																																																																																																																																																																																																													
Q55D85	AF159949	https://www.ebi.ac.uk/ena/browser/view/AF159949	https://www.ncbi.nlm.nih.gov/nucleotide/AF159949	https://getentry.ddbj.nig.ac.jp/getentry/na/AF159949	AAF80384.1	https://www.ebi.ac.uk/ena/browser/view/AAF80384.1	https://www.ncbi.nlm.nih.gov/protein/AAF80384.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/AAF80384.1	mRNA	AAFI02000005	https://www.ebi.ac.uk/ena/browser/view/AAFI02000005	https://www.ncbi.nlm.nih.gov/nucleotide/AAFI02000005	https://getentry.ddbj.nig.ac.jp/getentry/na/AAFI02000005	EAL71963.1	https://www.ebi.ac.uk/ena/browser/view/EAL71963.1	https://www.ncbi.nlm.nih.gov/protein/EAL71963.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/EAL71963.1	Genomic_DNA																																																																																																																																																																																																							XP_646246.1	https://www.ncbi.nlm.nih.gov/protein/XP_646246.1	XM_641154.1	https://www.ncbi.nlm.nih.gov/nucleotide/XM_641154.1																																																			
Q55E23	KX364374	https://www.ebi.ac.uk/ena/browser/view/KX364374	https://www.ncbi.nlm.nih.gov/nucleotide/KX364374	https://getentry.ddbj.nig.ac.jp/getentry/na/KX364374	APC23385.1	https://www.ebi.ac.uk/ena/browser/view/APC23385.1	https://www.ncbi.nlm.nih.gov/protein/APC23385.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/APC23385.1	mRNA	AAFI01000011	https://www.ebi.ac.uk/ena/browser/view/AAFI01000011	https://www.ncbi.nlm.nih.gov/nucleotide/AAFI01000011	https://getentry.ddbj.nig.ac.jp/getentry/na/AAFI01000011	EAL72064.1	https://www.ebi.ac.uk/ena/browser/view/EAL72064.1	https://www.ncbi.nlm.nih.gov/protein/EAL72064.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/EAL72064.1	Genomic_DNA																																																																																																																																																																																																							XP_645958.1	https://www.ncbi.nlm.nih.gov/protein/XP_645958.1	XM_640866.1	https://www.ncbi.nlm.nih.gov/nucleotide/XM_640866.1																																																			
Q56RZ1	AY742905	https://www.ebi.ac.uk/ena/browser/view/AY742905	https://www.ncbi.nlm.nih.gov/nucleotide/AY742905	https://getentry.ddbj.nig.ac.jp/getentry/na/AY742905	AAW88516.1	https://www.ebi.ac.uk/ena/browser/view/AAW88516.1	https://www.ncbi.nlm.nih.gov/protein/AAW88516.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/AAW88516.1	Genomic_DNA																																																																																																																																																																																																																																																																						
Q56RZ2	AY742905	https://www.ebi.ac.uk/ena/browser/view/AY742905	https://www.ncbi.nlm.nih.gov/nucleotide/AY742905	https://getentry.ddbj.nig.ac.jp/getentry/na/AY742905	AAW88515.1	https://www.ebi.ac.uk/ena/browser/view/AAW88515.1	https://www.ncbi.nlm.nih.gov/protein/AAW88515.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/AAW88515.1	Genomic_DNA	JN613320	https://www.ebi.ac.uk/ena/browser/view/JN613320	https://www.ncbi.nlm.nih.gov/nucleotide/JN613320	https://getentry.ddbj.nig.ac.jp/getentry/na/JN613320	AFO85413.1	https://www.ebi.ac.uk/ena/browser/view/AFO85413.1	https://www.ncbi.nlm.nih.gov/protein/AFO85413.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/AFO85413.1	Genomic_DNA																																																																																																																																																																																																																																																													
Q56RZ3	AY742905	https://www.ebi.ac.uk/ena/browser/view/AY742905	https://www.ncbi.nlm.nih.gov/nucleotide/AY742905	https://getentry.ddbj.nig.ac.jp/getentry/na/AY742905	AAW88514.1	https://www.ebi.ac.uk/ena/browser/view/AAW88514.1	https://www.ncbi.nlm.nih.gov/protein/AAW88514.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/AAW88514.1	Genomic_DNA	JN613320	https://www.ebi.ac.uk/ena/browser/view/JN613320	https://www.ncbi.nlm.nih.gov/nucleotide/JN613320	https://getentry.ddbj.nig.ac.jp/getentry/na/JN613320	AFO85411.1	https://www.ebi.ac.uk/ena/browser/view/AFO85411.1	https://www.ncbi.nlm.nih.gov/protein/AFO85411.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/AFO85411.1	Genomic_DNA																																																																																																																																																																																																																																																													
Q56RZ5	AY742903	https://www.ebi.ac.uk/ena/browser/view/AY742903	https://www.ncbi.nlm.nih.gov/nucleotide/AY742903	https://getentry.ddbj.nig.ac.jp/getentry/na/AY742903	AAW88512.1	https://www.ebi.ac.uk/ena/browser/view/AAW88512.1	https://www.ncbi.nlm.nih.gov/protein/AAW88512.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/AAW88512.1	Genomic_DNA																																																																																																																																																																																																																																																																						
Q56RZ6	AY742903	https://www.ebi.ac.uk/ena/browser/view/AY742903	https://www.ncbi.nlm.nih.gov/nucleotide/AY742903	https://getentry.ddbj.nig.ac.jp/getentry/na/AY742903	AAW88511.1	https://www.ebi.ac.uk/ena/browser/view/AAW88511.1	https://www.ncbi.nlm.nih.gov/protein/AAW88511.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/AAW88511.1	Genomic_DNA																																																																																																																																																																																																																																																																						
Q56RZ7	AY742903	https://www.ebi.ac.uk/ena/browser/view/AY742903	https://www.ncbi.nlm.nih.gov/nucleotide/AY742903	https://getentry.ddbj.nig.ac.jp/getentry/na/AY742903	AAW88510.1	https://www.ebi.ac.uk/ena/browser/view/AAW88510.1	https://www.ncbi.nlm.nih.gov/protein/AAW88510.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/AAW88510.1	Genomic_DNA																																																																																																																																																																																																																																																																						
Q59723	L23310	https://www.ebi.ac.uk/ena/browser/view/L23310	https://www.ncbi.nlm.nih.gov/nucleotide/L23310	https://getentry.ddbj.nig.ac.jp/getentry/na/L23310	AAA25810.1	https://www.ebi.ac.uk/ena/browser/view/AAA25810.1	https://www.ncbi.nlm.nih.gov/protein/AAA25810.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/AAA25810.1	Genomic_DNA																																																																																																																																																																																																																																																																						
Q5AR21	BN001308	https://www.ebi.ac.uk/ena/browser/view/BN001308	https://www.ncbi.nlm.nih.gov/nucleotide/BN001308	https://getentry.ddbj.nig.ac.jp/getentry/na/BN001308	CBF87269.1	https://www.ebi.ac.uk/ena/browser/view/CBF87269.1	https://www.ncbi.nlm.nih.gov/protein/CBF87269.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/CBF87269.1	Genomic_DNA	AACD01000172	https://www.ebi.ac.uk/ena/browser/view/AACD01000172	https://www.ncbi.nlm.nih.gov/nucleotide/AACD01000172	https://getentry.ddbj.nig.ac.jp/getentry/na/AACD01000172	EAA66326.1	https://www.ebi.ac.uk/ena/browser/view/EAA66326.1	https://www.ncbi.nlm.nih.gov/protein/EAA66326.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/EAA66326.1	Genomic_DNA																																																																																																																																																																																																							XP_682528.1	https://www.ncbi.nlm.nih.gov/protein/XP_682528.1	XM_677436.1	https://www.ncbi.nlm.nih.gov/nucleotide/XM_677436.1																																																			
Q5AR23	BN001308	https://www.ebi.ac.uk/ena/browser/view/BN001308	https://www.ncbi.nlm.nih.gov/nucleotide/BN001308	https://getentry.ddbj.nig.ac.jp/getentry/na/BN001308	CBF87263.1	https://www.ebi.ac.uk/ena/browser/view/CBF87263.1	https://www.ncbi.nlm.nih.gov/protein/CBF87263.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/CBF87263.1	Genomic_DNA	AACD01000172	https://www.ebi.ac.uk/ena/browser/view/AACD01000172	https://www.ncbi.nlm.nih.gov/nucleotide/AACD01000172	https://getentry.ddbj.nig.ac.jp/getentry/na/AACD01000172	EAA66324.1	https://www.ebi.ac.uk/ena/browser/view/EAA66324.1	https://www.ncbi.nlm.nih.gov/protein/EAA66324.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/EAA66324.1	Genomic_DNA																																																																																																																																																																																																							XP_682526.1	https://www.ncbi.nlm.nih.gov/protein/XP_682526.1	XM_677434.1	https://www.ncbi.nlm.nih.gov/nucleotide/XM_677434.1																																																			
Q5AR27	AACD01000172	https://www.ebi.ac.uk/ena/browser/view/AACD01000172	https://www.ncbi.nlm.nih.gov/nucleotide/AACD01000172	https://getentry.ddbj.nig.ac.jp/getentry/na/AACD01000172	EAA66320.1	https://www.ebi.ac.uk/ena/browser/view/EAA66320.1	https://www.ncbi.nlm.nih.gov/protein/EAA66320.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/EAA66320.1	Genomic_DNA	BN001308	https://www.ebi.ac.uk/ena/browser/view/BN001308	https://www.ncbi.nlm.nih.gov/nucleotide/BN001308	https://getentry.ddbj.nig.ac.jp/getentry/na/BN001308	CBF87253.1	https://www.ebi.ac.uk/ena/browser/view/CBF87253.1	https://www.ncbi.nlm.nih.gov/protein/CBF87253.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/CBF87253.1	Genomic_DNA																																																																																																																																																																																																																																																													
Q5AR28	AACD01000172	https://www.ebi.ac.uk/ena/browser/view/AACD01000172	https://www.ncbi.nlm.nih.gov/nucleotide/AACD01000172	https://getentry.ddbj.nig.ac.jp/getentry/na/AACD01000172	EAA66319.1	https://www.ebi.ac.uk/ena/browser/view/EAA66319.1	https://www.ncbi.nlm.nih.gov/protein/EAA66319.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/EAA66319.1	Genomic_DNA	BN001308	https://www.ebi.ac.uk/ena/browser/view/BN001308	https://www.ncbi.nlm.nih.gov/nucleotide/BN001308	https://getentry.ddbj.nig.ac.jp/getentry/na/BN001308	CBF87251.1	https://www.ebi.ac.uk/ena/browser/view/CBF87251.1	https://www.ncbi.nlm.nih.gov/protein/CBF87251.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/CBF87251.1	Genomic_DNA																																																																																																																																																																																																																																																													
Q5AR29	AACD01000172	https://www.ebi.ac.uk/ena/browser/view/AACD01000172	https://www.ncbi.nlm.nih.gov/nucleotide/AACD01000172	https://getentry.ddbj.nig.ac.jp/getentry/na/AACD01000172	EAA66318.1	https://www.ebi.ac.uk/ena/browser/view/EAA66318.1	https://www.ncbi.nlm.nih.gov/protein/EAA66318.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/EAA66318.1	Genomic_DNA	BN001308	https://www.ebi.ac.uk/ena/browser/view/BN001308	https://www.ncbi.nlm.nih.gov/nucleotide/BN001308	https://getentry.ddbj.nig.ac.jp/getentry/na/BN001308	CBF87249.1	https://www.ebi.ac.uk/ena/browser/view/CBF87249.1	https://www.ncbi.nlm.nih.gov/protein/CBF87249.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/CBF87249.1	Genomic_DNA																																																																																																																																																																																																																																																													
